gender,city,state,maritalstatus,haschild
F,WAVERLY,KS,S,N
M,WINNER,SD,M,N
F,MAGNA,UT,M,Y
F,EMBLEM,WY,S,Y
F,FRIES,VA,S,N
M,LOVINGTON,NM,M,N
F,WAKE ISLAND,HI,M,N
F,FRANKFORT HEIGHTS,IL,M,N
M,MOUND VALLEY,KS,M,Y
M,MOUNT VERNON,NY,M,N
M,KEKAHA,HI,S,Y
F,ANNVILLE,KY,M,N
F,KANSAS CITY,MO,M,N
M,PALMDALE,FL,M,N
M,HONOLULU,HI,S,N
M,HENDERSON,NV,M,N
M,AUSTIN,KY,M,N
F,HUNTLEY,MT,M,Y
F,KERMAN,CA,M,Y
M,ARCHER,FL,M,N
F,LONE GROVE,OK,M,N
M,WESTBROOK,CT,M,Y
F,BLACKBURN,MO,M,N
M,NEW CASTLE,DE,S,N
M,CHARLOTTE,NC,S,N
M,LAWRENCEVILLE,NY,M,N
M,JUNEDALE,PA,S,N
M,KEYSTONE,IA,M,N
M,BIG TIMBER,MT,M,N
M,FORT STANTON,NM,M,N
F,SCHULTER,OK,S,Y
M,PIEDMONT,KS,M,N
F,TOGIAK,AK,M,N
F,PHOENIX,AZ,S,N
M,MISSOULA,MT,M,N
M,WOODVILLE,MA,M,N
M,GALION,OH,S,Y
F,CHILDS,MD,S,N
M,SILVERPEAK,NV,S,Y
M,NORTH SIOUX CITY,SD,M,Y
M,GASSAWAY,WV,S,N
F,TEFFT,IN,M,N
M,LYNCO,WV,M,Y
F,KIHEI,HI,S,Y
F,NEWCASTLE,OK,S,Y
M,GALLAWAY,TN,S,Y
F,PETERSBURG,ND,M,Y
M,BLOOMVILLE,NY,M,N
F,POCATELLO,ID,S,Y
M,DES ALLEMANDS,LA,M,N
M,ARVADA,CO,M,N
F,DICKINSON,ND,S,N
M,RANDOLPH,VT,S,Y
F,SCRANTON,PA,M,Y
F,LINCOLN,AL,M,N
M,RANKIN,IL,M,Y
M,HAZLET,NJ,M,Y
F,MOUNT MEIGS,AL,S,Y
F,DREWSEY,OR,S,Y
M,MC GILL,NV,M,N
M,MILLEDGEVILLE,TN,S,Y
F,MERRIMAN,NE,M,Y
M,TACOMA,WA,S,Y
M,MULBERRY,KS,S,Y
M,PHELPS,KY,S,Y
M,CELESTE,TX,S,Y
M,PROVIDENCE,RI,M,Y
F,OVIEDO,FL,M,Y
F,ENDICOTT,WA,S,N
F,CARSON CITY,NV,S,Y
M,LIGHT,AR,S,N
F,MADISON,SD,M,N
M,DREWSEY,OR,S,Y
M,CONSTANTINE,MI,M,Y
F,PROVIDENCE,RI,S,N
M,DOUGLAS,AZ,M,Y
M,NEWARK,NJ,M,Y
M,CHANGEWATER,NJ,M,N
M,VOLIN,SD,M,Y
F,WASHINGTON,DC,M,Y
F,GRAY COURT,SC,M,N
F,FENWICK ISLAND,DE,M,N
M,TALLADEGA,AL,S,Y
M,GROSSE POINTE,MI,M,Y
F,LAUGHLIN,NV,M,Y
F,YOSEMITE,KY,S,Y
M,GOSHEN,CT,M,N
M,NORTH PLAINS,OR,S,N
M,VANSANT,VA,S,N
M,YELLOWSTONE NATIONAL PARK,WY,M,Y
F,INDEPENDENCE,MS,M,N
M,MARINETTE,WI,S,N
M,NOXON,MT,S,Y
M,LAS VEGAS,NV,M,Y
M,SEATTLE,WA,S,Y
M,WAKE FOREST,NC,S,N
F,CHIPPEWA BAY,NY,S,N
F,OSHKOSH,WI,S,Y
F,MYRTLE BEACH,SC,M,Y
F,ISLAND PARK,NY,S,Y
F,SHAWNEE MISSION,KS,M,Y
F,MONTVILLE,CT,M,Y
M,WINDSOR,VT,M,Y
F,WILMINGTON,DE,S,Y
M,MIAMI,FL,M,Y
M,BIRD IN HAND,PA,S,Y
M,FALL RIVER,MA,S,N
M,ANNAPOLIS,MD,M,Y
F,LAWSON,AR,S,N
F,LYNDONVILLE,VT,S,N
M,POCATELLO,ID,S,N
M,SALEM,OR,M,Y
F,THOMPSON,ND,M,Y
F,WASHINGTON,DC,S,N
F,MAGNOLIA,IL,S,N
M,RUSSELL,AR,M,N
M,CAMBRIDGE CITY,IN,M,N
M,NEW MIDDLETOWN,OH,M,Y
M,PONCE,PR,M,Y
F,RADCLIFFE,IA,M,Y
M,OXLY,MO,S,Y
F,PORT WASHINGTON,NY,M,N
F,ARLEE,MT,M,Y
M,MILANO,TX,S,Y
F,HALFWAY,OR,M,N
M,KERMIT,TX,M,Y
M,OVERBROOK,OK,M,Y
M,SABANA SECA,PR,M,Y
M,LIVINGSTON,KY,S,Y
M,PAWTUCKET,RI,S,Y
M,CANNONVILLE,UT,M,N
M,BIRMINGHAM,AL,S,Y
F,WHITMAN,WV,M,Y
F,MAKAWAO,HI,S,N
M,DEAL ISLAND,MD,S,Y
F,CHARLESTON,WV,M,Y
F,SUMATRA,MT,S,Y
M,SOUTHFIELD,MI,S,N
F,NEWARK,DE,S,Y
F,ONTARIO,CA,S,Y
M,FAJARDO,PR,S,Y
F,CHURCHVILLE,NY,M,N
M,PROVO,UT,S,Y
F,MANCHESTER,NH,M,N
F,SALT LAKE CITY,UT,S,Y
M,REHOBOTH BEACH,DE,S,Y
F,BOIS D ARC,MO,S,Y
M,PUEBLO,CO,M,Y
F,OSWEGATCHIE,NY,S,N
M,GLEN OAKS,NY,S,N
M,LAWTON,OK,S,N
F,BRANT ROCK,MA,S,N
F,KILLDEER,ND,S,N
F,LITTLETON,NH,S,N
F,OSCEOLA,IN,M,Y
M,CROOKSTON,NE,S,Y
M,SUMMIT,MS,M,N
F,HARTFORD,KY,S,N
M,RUSHMORE,MN,M,Y
M,WAKPALA,SD,M,Y
F,HAMILTON,MO,S,N
F,SPEARFISH,SD,S,Y
F,MADISON,FL,M,N
F,POPLAR BLUFF,MO,M,Y
F,GRAND RONDE,OR,S,Y
M,HALIFAX,NC,S,Y
F,WASHINGTON,DC,M,N
M,ENTIAT,WA,S,N
F,TIPLERSVILLE,MS,S,N
F,TAYLORSVILLE,GA,S,N
F,DAYTON,WY,S,N
F,PIKE,NH,S,N
F,TWIN VALLEY,MN,S,N
F,NISLAND,SD,M,Y
F,YELLVILLE,AR,S,Y
M,MALAGA,OH,S,N
M,GOODE,VA,S,N
F,TOQUERVILLE,UT,M,Y
F,OCEAN CITY,MD,S,Y
F,BLUE GRASS,IA,S,Y
M,AURORA,NE,S,Y
F,PERKS,IL,S,Y
M,HUNTINGTON,WV,S,Y
F,JUNCTION CITY,AR,S,Y
F,RUTHTON,MN,S,Y
M,OCONEE,GA,M,Y
F,MORONI,UT,S,N
F,NORTHWOOD,NH,S,N
M,PONTOTOC,MS,S,N
F,HARBORTON,VA,M,N
M,OTIS,CO,M,Y
F,MARKSVILLE,LA,S,Y
F,BELFIELD,ND,S,N
M,NEW HAVEN,CT,S,Y
F,HOLLIS,NH,S,Y
M,FREDONIA,WI,M,N
M,NORDEN,CA,S,Y
F,NOVI,MI,M,N
M,STOUT,IA,S,Y
F,RANDALL,KS,S,Y
M,PIERRE,SD,S,N
M,MASHANTUCKET,CT,M,N
F,ARCTIC VILLAGE,AK,M,Y
M,COLUMBIA,CT,S,Y
F,NORTH PLATTE,NE,M,N
F,DAYTON,OH,M,Y
M,KENTON,OH,M,Y
M,LYMAN,WY,S,Y
M,EAST NORWICH,NY,M,N
F,WARTHEN,GA,M,N
M,WASHINGTON,DC,M,Y
M,PONCE,PR,S,Y
F,CHEYENNE,WY,S,N
M,LOUISVILLE,KY,M,N
F,VENETIE,AK,M,N
F,COLLINSTON,LA,M,Y
M,PLEASANT VALLEY,VA,S,Y
M,MARKHAM,VA,S,N
F,BROTHERS,OR,M,Y
F,LOS ANGELES,CA,M,Y
M,MAPLESVILLE,AL,M,Y
F,ELFIN COVE,AK,M,N
F,LITTLE ROCK,AR,M,N
F,HAGERMAN,ID,S,Y
M,NEWTOWN,VA,S,N
M,NASHVILLE,TN,M,N
M,ONALASKA,TX,S,N
F,CHALLENGE,CA,S,N
F,NEWINGTON,NH,S,Y
F,PLATTSBURG,MO,M,N
M,MC DAVID,FL,S,Y
M,YORKVILLE,IL,M,N
F,NEWARK,DE,S,N
F,BASILE,LA,S,Y
F,HONOLULU,HI,M,Y
M,VALMORA,NM,S,Y
M,SOMERVILLE,NJ,M,Y
F,ROSEMONT,NJ,S,Y
F,GRAND FORKS,ND,M,Y
M,CARSON CITY,NV,M,N
F,COLORADO SPRINGS,CO,S,N
F,CASPER,WY,S,N
F,FAIRBANKS,AK,M,N
F,DANSVILLE,MI,M,N
M,RENNER,SD,S,N
F,CANNON BEACH,OR,S,Y
M,GEORGETOWN,FL,M,Y
M,ECHO,LA,S,N
F,ETNA,NH,S,Y
F,BATON ROUGE,LA,M,Y
F,CONWAY,MO,S,N
F,SUMMERVILLE,OR,S,N
F,HERRICK,SD,S,Y
F,KIRKLAND,AZ,S,Y
M,SHENANDOAH,IA,S,N
F,WASHINGTON,DC,S,Y
M,HASTINGS,NE,S,Y
M,CLEAR BROOK,VA,S,Y
F,HANAMAULU,HI,S,Y
M,LEITER,WY,S,N
M,WESTERVILLE,OH,S,Y
F,CAL NEV ARI,NV,S,N
F,HIGHLAND FALLS,NY,S,N
F,POULTNEY,VT,S,N
M,ANCHORAGE,AK,M,N
M,PALO ALTO,CA,S,N
M,CLAYTON,DE,S,N
F,WELDONA,CO,M,N
M,WASHINGTON,DC,M,Y
F,FAIRLEE,VT,S,N
F,HYDEN,KY,M,N
M,WEST COLUMBIA,WV,M,Y
M,RENO,NV,M,Y
M,DOGUE,VA,M,Y
M,GREGORY,MI,S,Y
M,EDEN,ID,M,Y
M,RIDGECREST,CA,S,N
M,PERALTA,NM,S,Y
F,MOUNTAIN HOME,ID,M,Y
F,TACOMA,WA,S,N
F,TYNDALL,SD,S,N
M,AUBURN,NH,S,Y
M,RIO BLANCO,PR,S,N
M,GREENVILLE,SC,M,N
F,RHODES,IA,M,N
F,HARMONY,ME,M,Y
F,HERMITAGE,MO,M,Y
F,SCOTTSVILLE,KY,M,Y
F,NEWNAN,GA,S,N
M,GERMANTOWN,TN,M,Y
M,JEFFERSON CITY,MO,M,Y
M,FARMINGTON,WV,M,Y
M,MCCURTAIN,OK,M,Y
F,PFEIFER,KS,M,Y
F,REDSTONE,MT,M,Y
M,BETHESDA,MD,S,Y
F,JET,OK,S,N
F,EASLEY,SC,S,N
F,GOODYEAR,AZ,M,N
M,MILTON,WI,S,N
F,GROTON,VT,M,N
F,NASHVILLE,TN,M,N
M,HILTON HEAD ISLAND,SC,M,N
M,RIDGEWOOD,NJ,S,N
M,PORTAGE,UT,M,N
M,SOLDOTNA,AK,M,Y
F,WILSON,WY,S,N
F,FENWICK ISLAND,DE,S,Y
F,PORT ROYAL,SC,M,Y
F,CALVIN,WV,M,N
M,CAREYWOOD,ID,S,N
F,MANDEVILLE,LA,M,N
F,EDELSTEIN,IL,M,N
F,BOOTH,AL,S,Y
F,UNIONVILLE,MI,M,N
F,NASHUA,NH,M,N
F,KENT,CT,S,N
F,PORTERFIELD,WI,M,Y
F,ANCHOR POINT,AK,M,N
M,DAYTON,OH,S,Y
F,PUYALLUP,WA,M,Y
M,HOUSTON,TX,S,N
F,LAFAYETTE,LA,M,N
F,WASHINGTON,DC,S,Y
F,BRISTOL,RI,M,Y
F,RYDER,ND,S,N
F,PITTSBURGH,PA,S,Y
M,COMO,MS,S,Y
M,DURHAM,ME,S,Y
F,EL PASO,TX,S,Y
F,ATLANTA,GA,S,N
M,DENTON,KS,M,N
F,MATTHEWS,MO,S,N
F,PACKWOOD,IA,M,Y
F,FEDERALSBURG,MD,S,N
F,LAFAYETTE,LA,S,N
M,CHRISTINE,TX,S,N
F,FINKSBURG,MD,M,Y
M,PUKALANI,HI,M,Y
F,PLYMOUTH,MA,S,N
F,NORTH FRANKLIN,CT,M,N
F,SALINAS,PR,S,Y
M,NYE,MT,M,Y
M,CHARLOTTE,NC,S,N
F,DOVER AFB,DE,M,Y
F,WETMORE,KS,S,Y
F,KAUMAKANI,HI,S,Y
M,CAROLINA,PR,M,Y
F,CARSON CITY,NV,M,Y
M,COWPENS,SC,S,Y
F,EAST AMHERST,NY,S,Y
F,MATAWAN,NJ,M,Y
F,HAMMON,OK,S,N
F,WHARTON,NJ,S,N
M,KNAPP,WI,S,N
M,PUTNAM,TX,M,Y
M,TEFFT,IN,M,N
F,BAY SHORE,MI,M,N
M,EPSOM,NH,M,Y
F,DENVER,CO,S,Y
F,NEW PRESTON MARBLE DALE,CT,M,Y
M,EDGARTOWN,MA,M,N
M,CHENANGO FORKS,NY,M,N
F,STRAFFORD,VT,S,N
M,HARTFORD,CT,M,N
M,PATTERSON,LA,M,N
F,SAINT JOHNS,PA,M,N
F,HAMMOND,IN,S,Y
M,ROME,PA,M,N
M,HOBBS,NM,M,Y
F,NEWARK,DE,S,N
F,YUTAN,NE,M,Y
F,ANAHEIM,CA,S,N
M,BRANCH,LA,S,Y
F,ADAMS,NE,S,Y
F,STEVENS POINT,WI,S,N
F,BRUCEVILLE,IN,S,Y
F,RENICK,WV,M,Y
M,WALFORD,IA,M,Y
F,HODGES,AL,M,N
F,KIAMICHI CHRISTIAN MISSION,OK,M,Y
M,GRANVILLE,VT,S,N
M,MEXICAN SPRINGS,NM,M,Y
M,BOONEVILLE,MS,S,N
F,GALT,IL,M,Y
M,AIKEN,SC,S,N
F,DESTIN,FL,M,Y
M,MAGDALENA,NM,S,Y
M,LIBERTY,NE,M,Y
F,BRACEY,VA,S,N
M,MONTGOMERY,AL,M,Y
M,ELKHART,IN,M,N
F,CAROLINA,PR,S,N
F,HOPE VALLEY,RI,S,N
F,ODENTON,MD,M,N
M,HAWAII NATIONAL PARK,HI,S,Y
F,SAN FRANCISCO,CA,M,N
F,NORTH BLENHEIM,NY,M,N
F,KANEOHE,HI,M,Y
M,IONIA,MO,S,Y
M,LUPTON,AZ,M,N
F,PORTAGEVILLE,MO,M,N
F,CORUNNA,IN,M,N
F,STAMFORD,CT,S,N
F,WOODS CROSS ROADS,VA,M,Y
F,LAVA HOT SPRINGS,ID,S,Y
M,STIRLING,NJ,S,Y
F,PARCEL RETURN SERVICE,DC,S,Y
F,NEW BRITAIN,CT,S,N
F,BRUNSWICK,MD,M,Y
M,DAVENPORT,FL,M,N
M,SANOSTEE,NM,S,Y
M,DEMING,NM,M,Y
M,ADAK,AK,S,N
F,CEDAR,KS,M,Y
F,SHIRLEY,AR,S,Y
F,WENTWORTH,NH,M,Y
M,GAMERCO,NM,S,Y
F,FORT YUKON,AK,M,Y
F,AMORY,MS,S,N
F,JUNCOS,PR,S,Y
M,AYNOR,SC,S,N
M,AVON PARK,FL,S,N
M,CHICAGO,IL,S,Y
F,MC INTYRE,GA,S,N
M,TULSA,OK,S,N
M,GREENCREEK,ID,M,N
M,SAN PERLITA,TX,S,Y
M,REEDSPORT,OR,S,Y
F,NORTH PROVIDENCE,RI,M,N
F,ANN ARBOR,MI,S,N
F,SABAEL,NY,S,Y
M,WOODSTOCK,AL,S,Y
M,MADISON,AL,S,N
F,PORTLAND,OR,M,N
F,OLYMPIA,WA,M,N
F,FAIRFIELD,MT,S,Y
F,SCOTLAND,CT,S,Y
F,MIDLAND,TX,S,N
F,ATLANTA,GA,M,N
F,QULIN,MO,M,N
F,DUNCANVILLE,TX,M,Y
M,ROCK POINT,MD,M,N
F,MORRIS,NY,S,N
F,NEWBURG,ND,M,N
F,BROADVIEW,NM,S,N
F,GRANGER,WY,M,Y
F,BRISTOL,SD,M,N
M,DEERFIELD,NH,M,Y
M,HAGERMAN,NM,M,N
F,CHICO,CA,M,Y
M,MALVERN,OH,S,N
M,MILTON,WI,M,N
M,ROCHESTER,NY,S,Y
M,BIRMINGHAM,AL,M,Y
M,DRYBRANCH,WV,M,Y
M,COOKSVILLE,MD,S,N
F,WILEY,CO,M,N
M,SANTA TERESA,NM,M,N
F,GARBERVILLE,CA,M,N
M,BUFFALO,NY,S,Y
F,POWHATAN,VA,S,Y
F,NEW LONDON,IA,M,Y
M,PHOENIX,AZ,S,Y
M,WASHINGTON,DC,S,N
F,DENISON,KS,M,Y
F,LACONA,IA,M,N
F,WASHINGTON,DC,M,Y
F,CHALLIS,ID,S,Y
F,ESCANABA,MI,S,Y
M,CHARLESTOWN,RI,S,Y
M,WEST CHESTERFIELD,MA,M,N
F,SARASOTA,FL,M,Y
M,PORTLAND,OR,M,N
M,BUSHTON,KS,S,Y
F,PRICE,UT,S,N
F,NUNICA,MI,S,Y
M,SHAWNEE,CO,M,N
M,STAMFORD,CT,M,N
M,HOPE VALLEY,RI,S,Y
F,BIRMINGHAM,IA,M,N
M,HILLSBORO,MD,M,N
M,DRURY,MO,M,Y
M,WARDSBORO,VT,S,Y
F,NEMO,SD,S,N
F,DOUGLAS,AK,S,Y
F,MIDWAY,TX,M,Y
M,ATHOL,KY,M,Y
M,SOUTH DEERFIELD,MA,M,Y
M,SILVERTON,OR,S,N
F,LAKE,MS,S,Y
F,WOODSIDE,NY,M,N
F,WASHINGTON,DC,M,N
F,HATTIESBURG,MS,S,Y
F,CORALVILLE,IA,S,N
M,DENVER,CO,S,N
M,CRISFIELD,MD,M,Y
M,RUBY,AK,S,Y
F,LEXINGTON,KY,M,Y
F,PULASKI,MS,M,Y
F,DAWSON,ND,M,N
F,HARVEY,ND,S,Y
M,SEARCHLIGHT,NV,S,N
M,BRUCE,SD,M,Y
F,PATRICKSBURG,IN,S,Y
M,NORTH VASSALBORO,ME,S,Y
M,LAKE HAVASU CITY,AZ,S,Y
M,RUMFORD,RI,M,Y
F,GRAND JUNCTION,CO,S,N
M,AMITY,OR,S,Y
F,HARTLAND FOUR CORNERS,VT,M,N
F,KWIGILLINGOK,AK,M,Y
F,NEWPORT,AR,S,Y
F,NORTH HOUSTON,TX,S,N
F,CALHOUN CITY,MS,S,N
M,DES MOINES,IA,M,Y
M,LAGRANGE,WY,S,Y
M,MAKAWAO,HI,S,Y
M,OZONE,AR,M,Y
F,GLEN HEAD,NY,M,N
F,DE SOTO,MO,S,Y
F,KWIGILLINGOK,AK,M,Y
F,WOODSIDE,DE,S,N
F,SORENTO,IL,M,N
M,PIOCHE,NV,S,Y
F,SIOUX CITY,IA,S,Y
M,SOUTH ELGIN,IL,M,Y
F,SAINT ANTHONY,ND,M,N
M,NEWARK,DE,S,N
M,TOWER CITY,ND,S,Y
F,BELLINGHAM,WA,M,N
M,FAY,OK,S,N
M,FOREST LAKE,MN,S,N
M,COLUMBUS,OH,S,N
F,WASHINGTON,DC,M,N
M,HARTFORD,MI,M,N
F,EMPIRE,AL,S,Y
M,HOUSTON,TX,M,Y
F,FAIRBANKS,LA,M,Y
M,ALLENWOOD,NJ,M,N
M,HASTINGS,OK,S,Y
M,CLEMSON,SC,S,Y
M,EL PORTAL,CA,S,N
F,AMA,LA,S,Y
F,BLAINE,WA,M,N
M,WEST DANVILLE,VT,S,Y
M,FAUCETT,MO,M,Y
M,MCCLUSKY,ND,M,Y
M,VALE,SD,M,N
M,HARRISON,ID,M,Y
F,TRIPLER ARMY MEDICAL CENTER,HI,S,Y
M,NEW HAMPTON,MO,S,N
M,BALDWIN,MI,M,N
M,MARBLEHEAD,MA,S,N
M,ZEELAND,ND,S,N
F,WOODSIDE,DE,M,Y
M,WINFIELD,WV,S,Y
F,DETROIT,MI,M,N
F,TONOPAH,NV,S,Y
M,DAVIDSONVILLE,MD,S,Y
F,CRAFTSBURY COMMON,VT,M,Y
M,SILVERPEAK,NV,S,N
F,DEERING,AK,S,Y
M,INDIANAPOLIS,IN,M,N
M,SPOTSWOOD,NJ,S,N
M,GRANTSVILLE,MD,M,N
M,NEW TRIPOLI,PA,S,N
M,CRARYVILLE,NY,S,Y
F,BETHEL,AK,S,N
F,BURLEY,WA,M,N
F,COLUMBIA,SC,M,Y
M,WILMAR,AR,M,Y
M,HARWOOD,ND,S,N
F,DANBURY,CT,S,Y
F,WINSTON SALEM,NC,M,Y
M,WHITE SULPHUR SPRINGS,MT,M,Y
M,TRENTON,NJ,S,Y
F,GLENS FALLS,NY,M,Y
F,DOUGLAS,ND,S,Y
M,LANAI CITY,HI,M,N
M,BRADLEY,ME,M,N
F,EAST GLASTONBURY,CT,M,N
F,CORPUS CHRISTI,TX,S,Y
F,KIESTER,MN,S,Y
F,TIFFIN,OH,M,N
F,SILER CITY,NC,S,N
F,GLENNALLEN,AK,M,N
F,DENVER,CO,S,Y
M,JEFFERSON,WI,S,Y
M,CARTHAGE,SD,S,N
M,CHATHAM,MI,M,Y
M,MEMPHIS,TN,M,Y
M,MILBURN,OK,M,N
M,MARTINSBURG,WV,S,Y
M,LAS VEGAS,NV,M,N
F,GLEN,MT,S,Y
F,LA JUNTA,CO,M,Y
F,OXFORD,AL,M,N
M,ASHTABULA,OH,S,Y
M,MANILLA,IA,S,Y
F,CORRIGANVILLE,MD,M,N
F,SHAW,MS,S,N
F,IDAHO FALLS,ID,M,N
F,BENSON,MD,S,N
M,MAPLE CITY,KS,S,Y
F,RIDGELY,MD,S,Y
F,WALLINGFORD,PA,S,Y
M,WILMINGTON,DE,S,Y
F,WORCESTER,MA,M,N
M,KUNIA,HI,S,N
M,SAN JUAN,PR,M,N
F,NEKOOSA,WI,M,N
F,LIMERICK,ME,S,N
F,FRANCESTOWN,NH,S,Y
M,ONEONTA,AL,S,Y
M,GARRETT PARK,MD,M,N
F,CIBOLA,AZ,S,N
M,HARTVILLE,WY,S,N
M,MANCHESTER,NH,M,N
M,BARRINGTON,NH,M,Y
M,DETROIT,MI,M,Y
M,LAKE FORK,ID,S,N
F,LITTLE FALLS,MN,S,N
F,PITTSBURGH,PA,M,Y
F,KIRBY,WY,M,N
M,KNOXVILLE,TN,S,N
M,CHISHOLM,MN,S,N
M,DEER LODGE,TN,S,N
F,NAMPA,ID,M,N
F,RIDGELY,MD,M,N
M,NORTH BEND,NE,M,Y
F,GRABILL,IN,S,Y
F,SMYRNA,GA,S,N
M,EVANSVILLE,IN,S,N
F,CAVALIER,ND,S,N
M,MULBERRY,IN,S,N
F,GUYS,TN,M,N
M,BOWMANSDALE,PA,M,Y
F,LENEXA,KS,M,Y
F,COALGOOD,KY,S,Y
M,NORTH SUTTON,NH,M,Y
M,LOGAN,UT,S,Y
M,KALISPELL,MT,M,Y
M,ALFORD,FL,M,Y
M,PITTSBURGH,PA,S,N
M,VELVA,ND,M,Y
M,LEBANON,GA,M,N
M,EAST WALPOLE,MA,S,Y
F,SALT LAKE CITY,UT,M,Y
M,SODDY DAISY,TN,M,N
M,FORT SMITH,AR,S,N
F,CLATSKANIE,OR,S,Y
M,OLYPHANT,PA,M,N
F,WEIRTON,WV,S,N
F,SHERIDAN,WY,M,Y
F,GUNNISON,UT,M,Y
F,MAXTON,NC,M,Y
F,WEST OSSIPEE,NH,M,Y
F,GOLDEN,OK,M,Y
M,BRANDYWINE,MD,M,Y
M,PICKENS,WV,S,Y
F,GAUTIER,MS,M,N
F,DAVENPORT,IA,S,Y
M,HOLLOMAN AIR FORCE BASE,NM,S,N
M,ROSEBORO,NC,M,N
M,SILVERTON,CO,S,N
F,SALISBURY,NH,S,N
F,MALIN,OR,M,Y
M,KALAUPAPA,HI,S,N
F,KASILOF,AK,M,N
M,GRANDIN,ND,M,N
F,WILMINGTON,DE,M,N
F,PAHALA,HI,S,Y
M,VALHALLA,NY,S,Y
M,PRESTON,ID,S,Y
F,MEDWAY,MA,M,N
M,SHERRILL,AR,M,N
M,CAPITOL,MT,M,N
F,DANVILLE,VT,M,N
F,BLOOMFIELD,NE,S,N
F,BROWNS MILLS,NJ,M,N
M,NORTH VASSALBORO,ME,S,Y
F,ASHER,KY,S,N
M,BRILL,WI,M,N
M,GRAND LAKE,CO,M,N
F,HENNING,TN,S,Y
M,SIKES,LA,S,Y
F,SLATERSVILLE,RI,S,N
M,RICHVILLE,MN,S,N
M,APPOMATTOX,VA,S,Y
M,SARAH ANN,WV,S,N
F,TOA BAJA,PR,S,N
F,CORVALLIS,OR,S,N
M,TIMBER LAKE,SD,M,N
F,MOSSYROCK,WA,M,N
F,BURR,NE,S,N
F,NARRAGANSETT,RI,M,Y
F,GUIDE ROCK,NE,M,N
M,MONTROSE,CO,S,Y
F,FOLSOM,WV,M,Y
M,MOYIE SPRINGS,ID,S,N
M,RUIDOSO DOWNS,NM,M,N
F,KEYMAR,MD,M,N
F,LEXINGTON,OR,M,Y
F,LUTHERSVILLE,GA,M,N
M,CUMBERLAND CITY,TN,M,Y
M,BEECH ISLAND,SC,M,Y
F,BERTHOLD,ND,M,N
M,CAROLINA,PR,M,Y
M,QUITMAN,GA,S,Y
M,DEER CREEK,OK,M,Y
F,MINGO,IA,S,Y
M,WEST COLUMBIA,SC,S,N
F,WEST MONROE,LA,S,Y
M,BRUSLY,LA,S,N
M,ELIZABETH,WV,M,Y
F,EAST SAINT LOUIS,IL,S,N
F,OAKLAND,RI,S,N
F,DASSEL,MN,M,Y
M,PLYMOUTH,UT,M,N
M,NACO,AZ,S,N
M,SCOTLAND,AR,M,Y
F,MARION,AR,S,Y
M,NEWARK,CA,S,N
M,MANSFIELD,SD,S,Y
M,RUSHMORE,MN,S,Y
M,BEN LOMOND,AR,M,N
F,PRINCETON,NJ,M,Y
M,OREM,UT,M,N
M,FREEDOM,IN,M,Y
M,AUTAUGAVILLE,AL,S,N
F,LEWISTON,ID,S,Y
M,SULLIVANS ISLAND,SC,M,Y
F,JERSEY CITY,NJ,S,Y
F,FORT MCDOWELL,AZ,M,N
M,WELLFLEET,NE,M,Y
M,BUCKEYE,AZ,S,N
M,SAINT CROIX,IN,S,N
F,MELLWOOD,AR,S,N
F,BROOKPARK,OH,S,N
M,LANSING,MI,M,N
F,BRUNER,MO,S,Y
M,CAMAS,WA,M,N
F,WILMINGTON,DE,S,Y
F,HEYBURN,ID,M,Y
M,SAN JUAN,PR,M,N
M,BUCKHORN,NM,S,N
F,TRENTON,NJ,S,Y
F,RINGOLD,OK,S,N
F,VERSAILLES,IN,M,N
M,HARTFORD,WV,M,Y
M,WHITMIRE,SC,S,Y
M,COLDWATER,MS,M,Y
M,SANTA CLARA,UT,S,Y
M,VAN DYNE,WI,M,N
F,BALTIMORE,MD,S,N
M,SALEM,OR,M,N
F,MATHESON,CO,M,Y
M,NEW ALBANY,MS,S,Y
F,COLORADO CITY,AZ,S,Y
M,FINGERVILLE,SC,M,N
F,WHITESBURG,KY,M,Y
F,AINSWORTH,IA,M,N
F,KELLEY,IA,M,N
M,WASHINGTON,DC,M,Y
F,AUSTIN,NV,M,Y
F,GRASS VALLEY,OR,M,N
F,SEATTLE,WA,S,N
F,COTTONTON,AL,S,N
F,SHANNOCK,RI,S,Y
M,RIVERBANK,CA,S,Y
F,LUNA,NM,S,N
M,MONTGOMERY,AL,S,Y
F,SALT LAKE CITY,UT,S,Y
F,BRISTOL,NH,M,N
M,CHESTER,UT,M,N
F,ROBINSON,ND,M,Y
M,NEW CASTLE,DE,M,N
M,HOSKINS,NE,S,Y
F,STARTUP,WA,M,Y
M,ROCKY FORD,GA,S,Y
M,HAMPDEN,ME,S,Y
M,MARSHALL,ND,M,Y
M,ROTHVILLE,MO,M,N
F,CHARLEVOIX,MI,S,Y
M,MORRISTOWN,MN,S,Y
F,HARTFORD,CT,M,N
M,PLUMMERS LANDING,KY,S,N
M,ATLANTA,GA,M,Y
M,FLEETVILLE,PA,M,N
F,SAN JUAN,PR,M,N
F,GRAY,LA,S,N
F,HELIX,OR,M,N
M,AUGUSTA,NJ,S,Y
M,CRAB ORCHARD,KY,M,N
F,WYMORE,NE,S,N
M,NELLIS AFB,NV,M,Y
F,WALLACE,SC,M,N
M,HARDY,NE,S,N
M,DEER HARBOR,WA,S,N
M,FILER,ID,M,N
F,NORTH ANDOVER,MA,M,Y
